,Force,Separation
0,9.421579778192676e-07,2.0
1,7.46277793288008e-07,2.2
2,5.796526843720981e-07,2.4000000000000004
3,4.469158474743661e-07,2.6000000000000005
4,3.454052960276955e-07,2.8000000000000007
5,2.689835696889721e-07,3.000000000000001
6,2.1153203413572912e-07,3.200000000000001
7,1.6810064706283255e-07,3.4000000000000012
8,1.3497919936813673e-07,3.6000000000000014
9,1.0946555735150232e-07,3.8000000000000016
10,8.960789222379276e-08,4.000000000000002
11,7.399433796852435e-08,4.200000000000002
